* PowderSprgsNews, 217469130 - Inactive
* PostGraphics, 87968068 - Active

* luxury, 1222018640 - Active

* cqprofiles, 85634177 - Active

* abcnews, 2768501 - Active

* GlobeOpinion, 324962560 - Active

* TBD, 135579990 - Active

* wamu885news, 14856665 - Active

* nybooks, 11178902 - Active

* theblaze, 10774652 - Active

* WSJFinReg, 702881258641051648 - Active

* BBCr4today, 8170292 - Active

* CTMirror, 90438475 - Active

* washingtonweek, 48037533 - Active

* specialreports, 372862603 - Active

* npratc, 21918310 - Active

* AlMonitor, 290061912 - Active

* WSJopinion, 7228682 - Active

* bpshow, 40260612 - Active

* jdforward, 47436923 - Active

* BigLawBiz, 3044867175 - Active

* C4ISRNET, 540951393 - Active

* intelligencer, 45565185 - Active

* OPISBiofuels, 88738382 - Active

* ThisIsFusion, 726088145180217345 - Active

* bizjournals, 14921083 - Active

* USSupremeCourt, 17912982 - Active

* PostOpinions, 14345812 - Active

* FreeBeacon, 455764741 - Active

* wamu885, 14425965 - Active

* PolitiFactFL, 116099364 - Active

* Scotus, 15109516 - Active

* CBSSunday, 119829799 - Active

* kojoshow, 14848798 - Active

* ABCNewsLive, 384438102 - Active

* BloombergRadio, 57675435 - Active

* 700club, 25545091 - Active

* newscientist, 19658826 - Active

* whpresscorps, 19416225 - Active

* Morning_Edu, 1606535112 - Active

* BNPolitics, 2822386230 - Active

* CQEnergy, 3257040068 - Active

* DKElections, 24619328 - Active

* OhioPoliticsNow, 2149414262 - Active

* Techmeme, 817386 - Active

* HuffPostHill, 133872807 - Active

* CBS, 97739866 - Active

* politicalwire, 16250929 - Active

* Morning_eHealth, 2494305446 - Active

* OHnewsroom, 19011374 - Active

* Nightline, 19740592 - Active

* fedscoop, 1477949676 - Active

* alaskapublic, 15696616 - Active

* APStylebook, 27029537 - Active

* TBN, 186613457 - Active

* VICE, 23818581 - Active

* FederalTimes, 103896637 - Active

* hardball, 205864193 - Active

* PoPville, 34996738 - Active

* informemphis, 2865152327 - Active

* BBCHindi, 372754427 - Active

* vulture, 24216951 - Active

* NatGeo, 17471979 - Active

* TheDailyShow, 158414847 - Active

* FloorCharts, 1947265657 - Active

* Mediaite, 29465136 - Active

* API_News, 252230516 - Active

* TechCrunch, 816653 - Active

* BBCUrdu, 132493630 - Active

* Morning_Ag, 1927775408 - Active

* NatPress, 18220630 - Active

* abcWNN, 263970953 - Active

* eleventhirtyate, 1458707334 - Active

* Salon, 16955991 - Active

* TODAYshow, 7744592 - Active

* foxandfriends, 15513604 - Active

* TakeoutPodcast, 817822089319161857 - Active

* nytpolitics, 14434063 - Active

* Computerworld, 14539324 - Active

* DRUDGE_REPORT, 14669951 - Active

* HeardontheHill, 28652194 - Active

* abcnewsone, 26132109 - Inactive

* BBGVisualData, 1433652877 - Active

* AHCJ, 248875331 - Active

* Reuters_Health, 25562183 - Active

* cspanhistory, 185376376 - Active

* BostonDotCom, 14602259 - Active

* DCist, 15295015 - Active

* CBS2ThisMorning, 390689930 - Active

* ReutersUS, 15108530 - Active

* RollingStone, 14780915 - Active

* ForTheWin, 14980903 - Active

* CBSEveningNews, 42958829 - Active

* MeetThePress, 11856892 - Active

* AJStream, 236891946 - Active

* PoliticsK12, 16405372 - Active

* capitalweather, 15309804 - Active

* bpolitics, 564111558 - Active

* 6abc, 18391051 - Active

* PressClubDC, 47954642 - Active

* ThisWeekABC, 450941680 - Active

* CBSThisMorning, 17134268 - Active

* AP_Noticias, 373490841 - Active

* CBSNewYork, 16299627 - Active

* AJFaultLines, 249951302 - Active

* postlocal, 14345759 - Active

* EdMarketBrief, 3972990909 - Active

* UpshotNYT, 16955870 - Active

* kmbc, 15651634 - Active

* TIMEPolitics, 15723290 - Active

* voxdotcom, 2347049341 - Active

* 60Minutes, 18812572 - Active

* playbookplus, 743155123258531840 - Active

* CBSPolitics, 18767699 - Active

* WSJecon, 16334857 - Active

* PoliticoAgenda, 3015604913 - Inactive

* technology, 21272440 - Active

* azcentral, 13115682 - Active

* ThePlumLineGS, 20508720 - Active

* drshow, 14856348 - Active

* BloombergNow, 80357931 - Inactive

* BusInsMagazine, 130268681 - Active

* EdWeekTeacher, 21118985 - Active

* CBSNLive, 2836941830 - Active

* Westlaw, 15307378 - Active

* newsfromIN, 63781564 - Active

* cspanradio, 32007346 - Active

* Nextgov, 17197344 - Active

* SFGate, 36511031 - Active

* bbcnewsus, 824805000085852160 - Active

* PolitiFact, 8953122 - Active

* BBCWorld, 742143 - Active

* WSJPolitics, 16311797 - Active

* markets, 69620713 - Active

* nprnews, 3386439610 - Active

* CSMPasscode, 2777123581 - Active

* cspanwj, 15923226 - Active

* NatureNews, 15862891 - Active

* FiveThirtyEight, 2303751216 - Active

* MilitaryTimes, 27027979 - Active

* FaceTheNation, 205392468 - Active

* MailOnline, 15438913 - Active

* POLITICOMag, 1548489476 - Active

* GMA, 22650211 - Active

* thefix, 846354889819279360 - Active

* CQnow, 2312829909 - Active

* bbcnewsmagazine, 780330724557742081 - Active

* POLITICOPro, 207660339 - Active

* WNTonight, 4861868667 - Inactive

* BloombergLaw, 34613951 - Active

* ABCWorldNews, 86141342 - Active

* AmericaTonight, 1447394395 - Active

* ExpressStarNews, 1876533962 - Active

* TriCountyRecord, 118809455 - Active

* NUVO_net, 18315720 - Active

* Newsday, 8861182 - Active

* Roanoker, 26845764 - Active

* TheMaineEdge, 16808289 - Active

* ShoreviewPress, 119480839 - Active

* KCBizJournal, 25505788 - Active

* YSNews, 39793454 - Active

* RoxburyRegister, 500989749 - Active

* ClevelandStater, 56531782 - Active

* amNewYork, 8862532 - Active

* FreeTimesSC, 34991792 - Active

* MSPBJnews, 19075308 - Active

* FrostIllustrate, 523517226 - Active

* theflathat, 21344229 - Active

* KennebunkPost, 569205703 - Active

* GrundyCounty, 20592545 - Active

* HarvardIndy, 88107741 - Active

* ColumbiaBiz, 16834101 - Active

* AugFreePress, 16534226 - Active

* LivingstonDaily, 26529088 - Active

* NashuaTelegraph, 4745201 - Active

* TheJambar, 20797283 - Active

* FortLeavenworth, 46146563 - Active

* IrishEcho, 32478637 - Active

* NeedhamTimes, 17367189 - Active

* JoplinRBJ, 2332132615 - Active

* JDNews, 15764921 - Active

* MoCoSentinel, 44393729 - Active

* MissouriLife, 21348287 - Active

* DBJnews, 29209295 - Active

* mshuntnfish, 161338932 - Active

* BellevueLeader, 33897176 - Active

* HerndonConnect, 303919703 - Active

* NutfieldNews, 111080388 - Active

* IMDailyNews, 33592330 - Active

* SERVE_DAILY, 634491297 - Active

* LTMnews, 52461655 - Active

* BerlinDailySun, 329948076 - Active

* UvaldeNews, 1487838944 - Active

* TheDailyCougar, 16166076 - Active

* WSJusnews, 28135853 - Active

* BartonChronicle, 3292118419 - Active

* PghBizTimes, 24247996 - Active

* DedhamTranscrip, 59137509 - Active

* GustavianWeekly, 30582302 - Active

* R_T_news, 1854697670 - Active

* VoiceOfPeeDee, 27952027 - Active

* BurlingtonUnion, 31120198 - Active

* QSaltLake, 19958805 - Active

* ManchesterTimes, 20592292 - Active

* GoDanRiver, 15247163 - Active

* TheJournalMPLS, 16746088 - Active

* Doaneline, 69140746 - Active

* Lakota_Timez, 320961515 - Active

* HuntNewsNU, 58987862 - Active

* TheDailyRecord, 17870329 - Active

* SentandEnt, 91374978 - Active

* TheEasternEcho, 17327335 - Active

* MaldenObserver, 19400588 - Active

* HastingsTribune, 182914728 - Active

* WasecaNews, 37479195 - Active

* IonMesquite, 584247111 - Active

* Williams_Record, 349240894 - Active

* MacombChronicle, 581205711 - Active

* Tennessean, 16639736 - Active

* PhillyInquirer, 14495726 - Active

* GFTribune, 36708793 - Active

* Shakopee, 19405507 - Active

* PioneerPress, 15926431 - Active

* bergweekly, 256684637 - Active

* ElkValleyTimes, 20592446 - Active

* BRCmagazine, 21455084 - Active

* PennLive, 14304170 - Active

* Baltimore_Times, 241622603 - Active

* TheCadizRecord, 346760431 - Active

* BusinessMN, 15723911 - Active

* uticaOD, 17243809 - Active

* PaperOfWabash, 582097169 - Active

* WaverlyNews, 171482928 - Active

* ValleyTimes, 67451138 - Active

* MurrayLedger, 48797197 - Active

* HinghamJournal, 36768094 - Active

* Indedotcom, 1728939649 - Active

* Calrecord, 44384307 - Active

* BransonTLN, 223935500 - Active

* DispatchAlerts, 10685542 - Active

* KyKernel, 41463945 - Active

* WS_Chronicle, 577206898 - Active

* ReporterNews, 18647970 - Active

* SharonHeraldPa, 119404374 - Active

* ClevelandMag, 31567003 - Active

* TLnews, 19792502 - Active

* Marinetimes, 185340210 - Active

* YorkDispatch, 17088476 - Active

* NashvilleScene, 20008214 - Active

* BlkMtnNews, 3053471913 - Active

* astateherald, 69377936 - Active

* heraldbulletin, 18562065 - Active

* MesquiteLocal, 24213168 - Active

* thearknewspaper, 312415773 - Active

* ilovefc, 48788280 - Active

* coastalpoint, 25082438 - Active

* spotnewsfeed, 84370843 - Active

* ChestertonTrib, 1255082786 - Active

* cazrepublican, 128258568 - Active

* CI_Carmel, 461404659 - Active

* NMSUroundup, 65654009 - Active

* 27east, 24181273 - Active

* BocaBeacon, 376992537 - Active

* WBJonline, 15945641 - Active

* coopercrier, 134788787 - Active

* CheektowagaBee, 3191795759 - Active

* bvillemessenger, 166595312 - Active

* JaxBizJournal, 21874587 - Active

* TheHawkEye, 15085181 - Active

* OffBeatMagazine, 19364233 - Active

* TheMetOnline, 87818432 - Active

* AtlBizChron, 23628802 - Active

* KokomoHerald, 556235686 - Active

* ExaminerCom, 730219313064448001 - Active

* UCR_Athletics, 15984115 - Active

* BreakingNews_RS, 97622779 - Active

* KCKansan, 20520192 - Active

* AhwatukeeFN, 18784030 - Active

* MichiganJournal, 103134591 - Active

* WBJournal, 18256822 - Active

* TheSavannahTrib, 322748979 - Active

* HungryHorseNews, 65727099 - Active

* Galesburg, 17041697 - Active

* SpudmanMag, 30042396 - Active

* AnnistonStar, 14923012 - Active

* TalonMarks, 25147932 - Active

* SacObserver, 9311472 - Active

* LJWorld, 6894852 - Active

* ParadisePost, 38023553 - Active

* LibertyvillePPN, 762764516 - Active

* WalthamNewsTrib, 165571907 - Active

* DailyHome, 57720546 - Active

* RecordEagle, 26518175 - Active

* ISUBengal, 565213710 - Active

* LongBeachPost, 20496846 - Active

* MidWeekHawaii, 22874714 - Active

* LeadvilleHerald, 370914933 - Active

* KJ_Online, 15345320 - Active

* CSBizJournal, 24004213 - Active

* CommercialRec, 76753997 - Active

* NewTimesSLO, 24214013 - Active

* WranglerNews, 18955124 - Active

* FortMorganTimes, 103914711 - Active

* MaricopaMonitor, 22528819 - Active

* LedgerEnquirer, 14882842 - Active

* OrlandoWeekly, 17446277 - Active

* TheAlestle, 38120609 - Active

* KokomoTribune, 83858948 - Active

* SigourneyNews, 115698155 - Active

* OwensboroMI, 20165195 - Active

* Resident321, 56113927 - Active

* UConn, 84327770 - Active

* LamarLedger, 103056533 - Active

* MDDailyRecord, 16312540 - Active

* TriadBizJournal, 21218607 - Active

* Forbes, 91478624 - Active

* ShelbyUticaNews, 329830871 - Active

* Gen_Republic, 873890852 - Active

* DailyReport, 14616304 - Active

* DMRegister, 13657922 - Active

* TheDailyIllini, 19206905 - Active

* MadisonRecord, 91086406 - Active

* DailyGateCity, 309202927 - Active

* ThePlacerHerald, 56834815 - Active

* DDispatchNews, 176481540 - Active

* BeaconNews, 14391192 - Active

* CranburyPress, 17353026 - Active

* SavannahNow, 9164672 - Active

* Florida_Today, 17001533 - Active

* TheVermilion, 77280809 - Active

* SantaMariaSun, 24033318 - Active

* TheDailyCourier, 27949016 - Active

* TheSunChronicle, 26262890 - Active

* DUClarion, 22217634 - Active

* EdenPrairieNews, 13783152 - Active

* TahoeDailyTrib, 29509437 - Active

* ClarionHerald, 342831748 - Active

* PVTrib, 556388515 - Active

* MGMAdvertiser, 20477029 - Active

* StamAdvocate, 16583845 - Active

* HPEnterprise, 59576823 - Active

* MarlEnterprise, 458111726 - Active

* takomavoice, 290798785 - Active

* GallupNews, 7684882 - Active

* TheUBScribe, 146237229 - Active

* GlendaleNP, 25375420 - Active

* RegisterCitizen, 61321048 - Active

* TetonValleyNews, 87033578 - Active

* eBARnews, 123351802 - Active

* HawaiiReporter, 23564573 - Active

* OPPrairie, 38252658 - Active

* JCFloridanNews, 27218535 - Active

* BryancountyNews, 67687282 - Active

* CoastlinePilot, 48754487 - Active

* LouisianaTravel, 15537227 - Active

* DEN_news, 17891794 - Active

* MundeleinReview, 760764523 - Active

* ChieftainNews, 29466736 - Active

* TheUALRForum, 746026706 - Active

* InformationWeek, 12615582 - Active

* FOXSports, 16877611 - Active

* PlattsOil, 22032260 - Active

* Deadspin, 13213122 - Active

* Morning_Joe, 254117355 - Active

* verge, 275686563 - Active

* CapitalBiz, 12880222 - Active

* csm_politics, 768519274931642368 - Active

* ABCNewsRadio, 16579249 - Active

* BloombergView, 2411176891 - Active

* BraddJaffy, 299802277 - Active

* cspanvl, 62807483 - Active

* grist, 7215512 - Active

* FamousDC, 15113571 - Active

* FoxNewsSunday, 18805644 - Active

* nbcsnl, 28221296 - Active

* CourthouseNews, 34740650 - Active

* POTUSPressPool, 44660449 - Active

* POLITICOEurope, 2969760609 - Active

* phillydotcom, 14221917 - Active

* NPRHealth, 13787352 - Active

* HuffPostMedia, 24816848 - Active

* CNNSitRoom, 34310801 - Active

* NewDay, 1375289149 - Active

* modrnhealthcr, 18935711 - Active

* SInow, 28370738 - Active

* NPRCodeSwitch, 1117836660 - Active

* KatyTurNBC, 39000115 - Active

* nytvideo, 16929520 - Active

* BookTV, 60628575 - Active

* AC360, 227837742 - Active

* fastFT, 923263237 - Active

* NiemanLab, 15865878 - Active

* ChinaRealTime, 16994529 - Active

* abc15, 9721292 - Active

* Gawker, 8936082 - Active

* hoy_media, 253632910 - Active

* CullmanTribune, 233474545 - Active

* AlAhram, 97232128 - Active

* RNRtwits, 18810895 - Active

* FallonNews, 63799920 - Active

* BCReview, 90500349 - Active

* CortlandStand, 173948255 - Active

* VCNewsBulletin, 278644764 - Active

* VEGASINC, 29825057 - Active

* DestinLog, 132364309 - Active

* SteubenCourier, 259280207 - Active

* JournalReview, 21602955 - Active

* TheBrazilTimes, 596738953 - Active

* LVInformer, 185922266 - Active

* TheDailyTimes, 15344849 - Active

* SparksTribune, 67065673 - Active

* ChipleyBugle, 328834734 - Active

* Recorder_news, 35878291 - Active

* BallstonJournal, 80188923 - Active

* OCBizJournal, 198566842 - Active

* SFWeekly, 18132494 - Active

* MontiExp, 219380258 - Active

* BuffaloGrovePPN, 762661016 - Active

* WickedLocalLex, 17519427 - Active

* Belgnews, 128335122 - Active

* CarmiTimes, 846002108 - Active

* MG_Champion, 619668289 - Active

* VCTimesRecord, 1007254370 - Active

* ElburnHerald, 35804289 - Active

* HeraldMailNews, 30239668 - Active

* ALcomMobile, 36406095 - Active

* QuadPress, 97801777 - Active

* CapoDispatch, 39341752 - Active

* ELM_LEAVES, 16831293 - Active

* ValleyPlanet, 29212669 - Active

* IdahoStatesman, 8980312 - Active

* PembrokeNews, 18453902 - Active

* HollandSentinel, 14531956 - Active

* TheFVillageNews, 158192819 - Active

* SanDiegoMag, 28457505 - Active

* ChicagoParent, 27093830 - Active

* HolaARKANSAS, 72151088 - Active

* HeraldTimes, 38601490 - Active

* WCN_HCT, 226202255 - Active

* dailymtneagle, 2515368705 - Active

* pvvt, 289511993 - Active

* LaMesaCourier, 2696658584 - Active

* MIOutofDoors, 92312368 - Active

* IBDeditorials, 18513241 - Active

* The_Cuestonian, 472323244 - Active

* VernonHillsPPN, 762682232 - Active

* Sacbiz, 23092822 - Active

* StarAdvertiser, 126424795 - Active

* Middletownpress, 48388653 - Active

* NorwichBulletin, 19403608 - Active

* ChicoER, 41171271 - Active

* HWChronicle, 19303275 - Active

* FinancialTimes, 4898091 - Active

* yaledailynews, 39114551 - Active

* PressHerald, 8859092 - Active

* JCJNews, 216794222 - Active

* TheCambrian, 34437253 - Active

* THR, 17446621 - Active

* MalibuNews, 11707792 - Active

* LewistonTribune, 18012631 - Active

* UCSF, 15458277 - Active

* ChampionNews, 774482057598754816 - Active

* AspenDailyNews, 228591530 - Active

* the_dailycampus, 191699093 - Active

* OkobojiOnline, 1525051118 - Active

* theEdwi, 43983462 - Active

* THETACK, 824831006796574721 - Active

* BulgariaSega, 19005345 - Active

* TheNewtownBee, 20512928 - Active

* HeraldPalladium, 34591573 - Active

* Bakersfieldcali, 33055408 - Active

* Pomeradonews, 183422908 - Active

* TheHypeMagazine, 20212140 - Active

* WhittierNews, 19414861 - Active

* Noozhawk, 40432723 - Active

* CTimesSville, 105544125 - Active

* LAWeekly, 17718497 - Active

* TheSylvaHerald, 24693169 - Active

* CohassetMariner, 36765616 - Active

* CoastalCourier, 35737246 - Active

* DailySouthtown, 18703718 - Active

* NCAdvertiser, 55604811 - Active

* PatriotLedger, 15005770 - Active

* Lake_Forester, 762677719 - Active

* SFBusinessTimes, 19560636 - Active

* TheOxfordLeader, 552016600 - Active

* TIME, 14293310 - Active

* MheadReporter, 21329520 - Active

* ADWNews, 714764250 - Active

* WavNewspapers, 531382943 - Active

* WintersExpress, 48143346 - Active

* CCDR_news, 227386410 - Active

* StHelenaStar, 25122673 - Active

* Variety, 17525171 - Active

* SummitDailyNews, 36978283 - Active

* TweetNewEngland, 30215703 - Active

* TheJournalCO, 540352897 - Active

* TheAlligator, 8737662 - Active

* OCWeekly, 19082263 - Active

* UAtrav, 21917202 - Active

* ArkBusiness, 17288548 - Active

* AlaskaJournal, 341639834 - Active

* NewsandRecord, 11853712 - Active

* DemopolisTimes, 19347884 - Active

* RidgefieldPress, 52784231 - Active

* Akronht, 119199449 - Active

* HoumaToday, 16638552 - Active

* SeymourTribune, 299684943 - Active

* HeraldTribune, 6942422 - Active

* OakPark, 121820535 - Active

* HartfordBiz, 78525505 - Active

* Dispatch_Argus, 50000303 - Active

* TrumbullTimes, 67353799 - Active

* MyWebTimes, 72646689 - Active

* SLOTribune, 13179562 - Active

* USATODAY, 15754281 - Active

* phoenixnewtimes, 44439772 - Active

* LSJNews, 14887893 - Active

* AzCapitolTimes, 17490662 - Active

* SpokesmanReview, 3934221 - Active

* FresnoBee, 8249832 - Active

* SantaMariaTimes, 18472450 - Active

* SGVTribune, 19312573 - Active

* ReddingPilot, 55613102 - Active

* Newsweek, 2884771 - Active

* TimesRecord, 24790910 - Active

* MercedSunStar, 12334212 - Active

* Chicago_Reader, 16104602 - Active

* BerkshireMag, 583819900 - Active

* OBJUpdate, 20629957 - Active

* NewsTimes, 15838036 - Active

* SouthSideBiz, 47010452 - Active

* PostTrib, 18635613 - Active

* SDbusiness, 24221330 - Active

* WIRED, 1344951 - Active

* LagrangeNews, 169699740 - Active

* WiltonBulletin, 68432208 - Active

* SonomaValleySun, 39028324 - Active

* FairplayFlume, 52239739 - Active

* Hickoryrecord, 37714326 - Active

* BritishWeekly, 287327308 - Active

* SanMateoTimes, 210975338 - Active

* ArkansasWeekly, 123577047 - Active

* ArkansasOnline, 25354366 - Active

* timesdelphic, 70567895 - Active

* NewsTrib, 33902769 - Active

* MTV, 2367911 - Active

* ExploreGeorgia, 19022786 - Active

* mercurioec, 35058064 - Active

* leaderregister, 615269404 - Active

* The4thEstateGB, 84387008 - Active

* PDXBIZJournal, 17135038 - Active

* SUindependent, 249744932 - Active

* LadysmithNews, 82702547 - Active

* JacksonHoleNews, 24769236 - Active

* InsideBusiness, 16725341 - Active

* WiStateJournal, 15752446 - Active

* EagleGazette, 20607098 - Active

* SpectrumNews, 36198016 - Active

* MIReporter, 38295334 - Active

* ValleyReporter, 263701385 - Active

* LansReporter, 20522831 - Active

* TheBreezeJMU, 20323661 - Active

* PenDailyNews, 22079341 - Active

* NewsWatchman, 58577939 - Active

* KentonTimes, 105855482 - Active

* GreenvilleNews, 16007481 - Active

* WTEnews, 33936298 - Active

* DIEZEIT, 1081459807 - Active

* SAMessenger, 359938102 - Active

* ShopperNewsNow, 3170860074 - Active

* LP_LaPresse, 10681662 - Active

* BizTimesMedia, 19917537 - Active

* TheOnion, 14075928 - Active

* Kathimerini_gr, 186060772 - Active

* PressEnterPA, 284744896 - Active

* wilsonconews, 97281902 - Active

* SSentinel, 23110148 - Active

* OregonNews, 23919582 - Active

* ArmyTimes, 148878245 - Active

* PittsburghPG, 21780652 - Active

* DailyAthenaeum, 25324521 - Active

* StevensPointJrl, 18365574 - Active

* SSLeader, 16076533 - Active

* TSUTheMeter, 50811066 - Active

* Aftenposten, 14114267 - Active

* DeseretNews, 15050354 - Active

* ForwardTimes, 204473453 - Active

* InsideNoVA, 17815585 - Active

* TheBizJournal, 314550535 - Active

* TravelOregon, 14276094 - Active

* NZZ, 14273050 - Active

* NewsVirginian, 31024318 - Active

* DiePressecom, 23053482 - Active

* ReadingEagle, 16408067 - Active

* OzStockman, 108520811 - Active

* BE_Daily, 28172454 - Active

* PLUMast, 112781504 - Active

* CrainsNewYork, 18995454 - Active

* HoweEnterprise, 2399106745 - Active

* Journaltimes, 20078382 - Active

* Estadao, 9317502 - Active

* TimesWV, 541060226 - Active

* TNENEWS, 361019625 - Active

* KitsapSun, 16954081 - Active

* Zeit, 2794260316 - Active

* HH_Courier, 73181443 - Active

* OneidaDispatch, 110804913 - Active

* ProgressTimes, 24940286 - Active

* LDNews, 115116795 - Active

* TriCountyLeader, 388489227 - Active

* BrattReformer, 26577021 - Active

* EverettHerald, 14178003 - Active

* WhidbeyNews, 30929763 - Active

* HOUBizJournal, 23696276 - Active

* WSpokesman, 295937751 - Active

* MyEagleNews, 29840205 - Active

* TheAthensNEWS, 53408960 - Active

* TahlequahTDP, 1609324886 - Active

* DicksonHerald, 46745246 - Active

* CapTimes, 15845694 - Active

* PONews, 21300851 - Active

* DMagazine, 17595745 - Active

* NormanNews, 27946710 - Active

* BDTonline, 140628376 - Active

* TheLeaderMO, 406598119 - Active

* RamapoNews, 245927681 - Active

* TheOsakisReview, 378669161 - Active

* GRPress, 14399160 - Active

* The_Forecaster, 17967025 - Active

* SCANews, 33264843 - Active

* LaurelMtnPost, 53114544 - Active

* EastTennessean, 69101763 - Active

* SoBoGazette, 120653125 - Active

* IndianaGazette, 40919594 - Active

* GCTelegram, 17161751 - Active

* NCSUTechnician, 17049486 - Active

* NHBR, 16144644 - Active

* DailyCollegian, 16084829 - Active

* NewYorker, 14677919 - Active

* AirForceTimes, 148845723 - Active

* SprConnect, 304030991 - Active

* JxnFreePress, 17052001 - Active

* LincolnCounty, 20593255 - Active

* MaldenNews, 831526114954723328 - Active

* Cassopolisnews, 151567874 - Active

* MDN, 26656498 - Active

* Times_Gazette, 16868098 - Active

* SWjournal, 16687236 - Active

* OklahomaCitycom, 21677265 - Active

* IBMagazine, 48427906 - Active

* clarionledger, 13877002 - Active

* MemphisFlyer, 9971552 - Active

* Oregonian, 2992751 - Active

* TheChrony, 31592058 - Active

* OspreyObserver, 19675112 - Active

* BottomLineTBL, 117488834 - Active

* folioweekly, 42888846 - Active

* TheClarenceBee, 3187365172 - Active

* gallupind, 262253921 - Active

* TheBuffaloNews, 43805270 - Active

* VegasVCO, 46843604 - Active

* retrieverumbc, 36515795 - Active

* weeklyalibi, 18917501 - Active

* washingtonian, 14238142 - Active

* scsuntimes, 281657680 - Active

* alamogordonews, 148640705 - Active

* bocatribune, 95929092 - Active

* NMMagazine, 24769862 - Active

* FloridaWeekly, 31017619 - Active

* SFBJNews, 23632864 - Active

* PutnamCourier, 141197238 - Active

* ndn, 10424112 - Active

* The_Citizen, 14676527 - Active

* TheObserverNY, 58808618 - Active

* CNewsExaminer, 609142275 - Active

* MasonValleyNews, 1238181170 - Active

* News4Nevada, 3040402092 - Active

* TheWakullaNews, 48382055 - Active

* thehilltop, 3458832856 - Active

* fwbusiness, 30047641 - Active

* HappyHeraldNews, 191124644 - Active

* Doverpost, 25136092 - Active

* AlbanyBizReview, 18817538 - Active

* greenfiretimes, 44458565 - Active

* newsbanner, 22018889 - Active

* communitypapers, 50003448 - Active

* SullCoDemocrat, 407787297 - Active

* gwhatchet, 18263820 - Active

* TranscriptMOT, 17366527 - Active

* Nevada_Magazine, 66512350 - Active

* EastAuroraBee, 3187455971 - Active

* jaxdotcom, 15572679 - Active

* jcbanner, 25350267 - Active

* ThePCNR, 141198415 - Active

* cnbulletin, 93963954 - Active

* eastauroranews, 28867307 - Active

* MVTelegraph, 292510775 - Active

* ApalachTimes, 243378679 - Active

* taosnews, 29815112 - Active

* cibolabeacon, 17763893 - Active

* ThePostandMail, 1058562577 - Active

* DECoastPress, 184975309 - Active

* BfloBizFirst, 25549003 - Active

* ChathamCourier1, 474297689 - Active

* demingheadlight, 194666789 - Active

* townhallcom, 28614262 - Active

* artesianews, 33512387 - Active

* theledger, 16233017 - Active

* Batavia_Daily, 322838550 - Active

* UDelaware, 29447487 - Active

* beacononline, 35795271 - Active

* UHartInformer, 22283862 - Active

* SantaFeReporter, 20463615 - Active

* corydondemocrat, 21317486 - Active

* Sussex_Countian, 47234908 - Active

* courierpress, 8685652 - Active

* SCSunNews, 154037834 - Active

* CapeGazette, 50426819 - Active

* TheCatsPause247, 28992215 - Active

* BabsonFreePress, 90304839 - Active

* artvoice, 14334727 - Active

* theheraldtimes, 21316821 - Active

* dbnewsjournal, 11054902 - Active

* CatskillDM, 1048609021 - Active

* themidwesteagle, 3127972377 - Active

* nwkpost, 33086126 - Active

* News_Lawndale, 1183661370 - Active

* nwfdailynews, 8795782 - Active

* gulfbreezenews, 222132843 - Active

* EveningTimesCC, 468893003 - Active

* mcrecordonline, 19714997 - Active

* reviewjournal, 15358759 - Active

* CI_Fishers, 461742914 - Active

* abqthemag, 36968949 - Active

* therepublicnews, 40665170 - Active

* lccentral, 409590102 - Active

* CrucesSunNews, 18023647 - Active

* CCurrentArgus, 187327580 - Active

* metroweekly, 7782542 - Active

* washexaminer, 27703934 - Active

* DelrayPineapple, 405040895 - Active

* wcp, 14437161 - Active

* bradentonherald, 19344401 - Active

* TheAcornNews, 784962926306144258 - Active

* GtownVoice, 19624983 - Active

* thehoya, 63314984 - Active

* thehill, 1917731 - Active

* ElyTimes, 2242838708 - Active

* delawareonline, 14307764 - Active

* highlandcurrent, 169922143 - Active

* CitrusChronicle, 35016478 - Active

* busconews, 78089653 - Active

