* PowderSprgsNews, 217469130 - Inactive
* elplanetaboston, 82103906 - Active

* NavyTimes, 27114180 - Active

* HanoverMariner, 36967877 - Active

* LowCountryToday, 42022705 - Active

* TheMaineCampus, 17301273 - Active

* LancasterOnline, 1011901 - Active

* LIBN, 16030899 - Active

* HuttoNews, 34990906 - Active

* ClarionCallNews, 52592210 - Active

* NCCitizen, 30017628 - Active

* JCPilot, 28205339 - Active

* BIreview, 194652706 - Active

* DailyJeff, 17871626 - Active

* BartlesvilleEE, 76431341 - Active

* BerkshireEagle, 24745038 - Active

* TIMECulture, 15723995 - Active

* TIMEWorld, 15723281 - Active

* NYT, 1255671 - Inactive

* TIMEIdeas, 386742828 - Active

* Stitcher, 21683908 - Active

* planetmoney, 15905103 - Active

* businessinsider, 20562637 - Active

* ReutersPolitics, 25562002 - Active

* ScandalABC, 288304848 - Active

* MenInBlazers, 365603329 - Active

* USNewsOpinion, 50715793 - Active

* WNEW, 4439167096 - Active

* PowerPost, 3086975121 - Active

* morningdefense, 200542610 - Active

* LifeZette, 3016071993 - Active

* CSPANCities, 1472962208 - Active

* donlemon, 16051471 - Active

* AJInsideStoryAM, 478174898 - Active

* ForeignAffairs, 21114659 - Active

* GQMagazine, 21701757 - Active

* TheRodcast, 166984164 - Inactive

* npr_ed, 2459771455 - Active

* BBC_Magazine, 992798107 - Active

* postpolitics, 14345062 - Active

